sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_jail_in,c_jail_out,c_days_from_compas,c_charge_degree,c_charge_desc,is_recid,r_charge_degree,r_days_from_arrest,r_offense_date,r_jail_in,violent_recid,is_violent_recid,vr_charge_degree,vr_offense_date,score_text,screening_date,v_decile_score,v_score_text,event
Male,25,25 - 45,Native American,0,9,0,0,7,0.0,19/01/2013 12:25,20/01/2013 7:58,0.0,(F7),Burglary Conveyance Assault/Bat,1,(F3),,11/03/2015,,,1,(F2),19/03/2015,High,19/01/2013,6,Medium,0
Female,58,Greater than 45,Caucasian,0,1,0,0,0,-1.0,10/08/2014 7:37,12/08/2014 9:07,1.0,(F3),Battery on a Person Over 65,0,,,,,,0,,,Low,11/08/2014,1,Low,0
Male,49,Greater than 45,African-American,0,2,0,0,3,0.0,13/04/2013 3:06,14/04/2013 4:33,0.0,(F3),Possession of Cocaine,0,,,,,,0,,,Low,13/04/2013,1,Low,0
Female,22,Less than 25,Hispanic,0,6,0,0,0,0.0,24/04/2013 3:08,24/04/2013 8:19,1.0,(F3),Grand Theft in the 3rd Degree,0,,,,,,0,,,Medium,24/04/2013,6,Medium,0
Male,21,Less than 25,African-American,0,3,0,0,0,-1.0,15/11/2013 4:52,17/11/2013 2:33,1.0,(F3),Burglary Conveyance Unoccup,1,(M2),9.0,28/09/2015,07/10/2015,,0,,,Low,16/11/2013,6,Medium,0
Female,27,25 - 45,African-American,0,9,0,0,3,-1.0,01/04/2014 7:29,04/04/2014 9:24,1.0,(F3),Grand Theft (Motor Vehicle),1,(M1),0.0,28/06/2015,28/06/2015,,1,(M1),28/06/2015,High,02/04/2014,6,Medium,1
Male,32,25 - 45,African-American,0,7,0,0,4,302.0,19/08/2014 12:08,26/02/2015 5:29,609.0,(F3),arrest case no charge,1,(M1),0.0,19/08/2014,19/08/2014,,1,(F3),01/04/2015,Medium,21/10/2013,6,Medium,0
Female,25,25 - 45,African-American,0,7,0,0,1,-103.0,04/01/2014 8:29,16/04/2014 11:11,103.0,(F1),Traff In Cocaine <400g>150 Kil,0,,,,,,0,,,Medium,17/04/2014,3,Low,0
Male,50,Greater than 45,African-American,0,5,0,0,4,-3.0,23/12/2013 11:01,25/12/2013 12:33,3.0,(M2),Assault,0,,,,,,0,,,Medium,26/12/2013,2,Low,0
Female,23,Less than 25,African-American,0,3,0,0,0,0.0,28/01/2014 2:07,28/01/2014 8:01,0.0,(M1),Battery,0,,,,,,0,,,Low,28/01/2014,3,Low,0
Male,65,Greater than 45,African-American,0,1,0,0,1,,,,146.0,(F1),arrest case no charge,0,,,,,,0,,,Low,23/06/2014,1,Low,0
Male,34,25 - 45,Caucasian,0,4,0,0,0,-1.0,04/01/2014 11:00,05/01/2014 8:05,1.0,(M1),Battery,0,,,,,,0,,,Low,05/01/2014,2,Low,0
Male,35,25 - 45,African-American,0,4,0,0,1,,,,1.0,(M1),Battery,0,,,,,,0,,,Low,29/05/2013,2,Low,0
Male,25,25 - 45,African-American,0,5,0,1,4,-1.0,13/01/2013 10:38,15/02/2013 7:52,1.0,(F2),Robbery / No Weapon,1,(M1),67.0,14/11/2013,20/01/2014,,0,,,Medium,14/01/2013,4,Low,0
Female,33,25 - 45,Caucasian,0,5,0,0,2,-1.0,03/03/2013 6:23,15/04/2013 10:09,1.0,(F3),Criminal Mischief,1,(M1),1.0,17/04/2013,18/04/2013,,0,,,Medium,04/03/2013,2,Low,0
Female,42,25 - 45,Hispanic,0,1,0,0,0,,,,,,,-1,,,,,,0,,,Low,26/09/2014,1,Low,0
Male,30,25 - 45,Other,0,4,0,0,9,-1.0,02/10/2014 9:04,04/10/2014 4:48,1.0,(M1),Battery,0,,,,,,0,,,Low,03/10/2014,3,Low,0
Male,25,25 - 45,Other,0,4,0,0,1,-1.0,12/08/2013 8:23,09/10/2013 9:34,1.0,(M1),Battery,1,(M2),,12/01/2014,,,1,(F2),11/10/2014,Low,13/08/2013,6,Medium,0
Male,30,25 - 45,Hispanic,0,1,0,0,0,-1.0,02/11/2013 7:39,03/11/2013 1:25,1.0,(M2),Battery,0,,,,,,0,,,Low,03/11/2013,1,Low,0
Male,39,25 - 45,African-American,0,1,0,0,0,,,,,,,-1,,,,,,0,,,Low,29/11/2014,1,Low,0
Female,27,25 - 45,African-American,0,4,0,0,1,,,,415.0,(F3),Grand Theft in the 3rd Degree,0,,,,,,0,,,Low,15/09/2014,2,Low,0
Male,31,25 - 45,African-American,0,2,0,0,4,-1.0,05/08/2014 11:38,06/08/2014 8:40,1.0,(F3),Felony Driving While Lic Suspd,0,,,,,,0,,,Low,06/08/2014,2,Low,0
Male,39,25 - 45,Caucasian,0,2,0,0,2,0.0,06/11/2014 4:16,11/11/2014 1:10,0.0,(F3),Possession Of Methamphetamine,0,,,,,,0,,,Low,06/11/2014,2,Low,0
Male,42,25 - 45,Native American,0,2,0,0,0,-1.0,09/02/2013 2:53,12/02/2013 5:49,1.0,(M2),Driving License Suspended,0,,,,,,0,,,Low,10/02/2013,1,Low,0
Female,29,25 - 45,Caucasian,0,10,0,0,11,-3.0,18/12/2014 9:04,22/01/2015 5:51,3.0,(F3),Possession of Cocaine,1,(MO3),0.0,17/02/2015,17/02/2015,,0,,,High,21/12/2014,5,Medium,0
Female,32,25 - 45,African-American,0,4,0,0,6,-1.0,05/08/2013 7:44,09/08/2013 5:28,1.0,(F3),arrest case no charge,1,(M2),,11/10/2013,,,0,,,Low,06/08/2013,5,Medium,0
Male,27,25 - 45,Other,0,2,0,0,0,-1.0,04/11/2014 12:15,05/11/2014 1:22,1.0,(M1),Battery,0,,,,,,0,,,Low,05/11/2014,3,Low,0
Male,24,Less than 25,Other,0,6,0,0,5,-1.0,01/10/2013 10:04,02/10/2013 11:33,1.0,(F3),Possession of Cannabis,0,,,,,,0,,,Medium,02/10/2013,5,Medium,0
Male,52,Greater than 45,African-American,0,1,0,0,3,-1.0,29/10/2013 8:09,30/10/2013 2:04,1.0,(F3),arrest case no charge,0,,,,,,0,,,Low,30/10/2013,2,Low,0
Female,26,25 - 45,Caucasian,0,3,0,0,3,-1.0,12/01/2014 7:47,13/01/2014 2:00,1.0,(M1),Battery,0,,,,,,0,,,Low,13/01/2014,3,Low,0
Male,31,25 - 45,Caucasian,0,3,0,0,2,-1.0,17/10/2014 10:47,18/10/2014 9:13,1.0,(F3),Possession of Cocaine,1,(F3),0.0,21/12/2015,21/12/2015,,0,,,Low,18/10/2014,2,Low,0
Male,38,25 - 45,Hispanic,0,1,0,0,0,0.0,31/03/2013 3:07,01/04/2013 6:36,0.0,(F3),Felony Battery (Dom Strang),0,,,,,,0,,,Low,31/03/2013,1,Low,0
Male,20,Less than 25,African-American,0,4,0,2,1,-67.0,19/09/2014 11:38,25/11/2014 11:25,67.0,(F2),Strong Armed  Robbery,0,,,,,,0,,,Low,25/11/2014,6,Medium,0
Male,36,25 - 45,African-American,0,1,0,0,0,,,,,,,-1,,,,,,0,,,Low,17/09/2014,1,Low,0
Male,47,Greater than 45,Caucasian,0,1,0,0,2,,,,100.0,(M2),Driving License Suspended,0,,,,,,0,,,Low,05/04/2013,1,Low,0
Male,25,25 - 45,African-American,0,7,0,0,5,77.0,14/11/2013 9:36,10/01/2014 10:22,1.0,(F3),arrest case no charge,0,,,,,,0,,,Medium,29/08/2013,5,Medium,0
Male,36,25 - 45,Other,0,1,0,0,0,-1.0,15/06/2014 8:51,16/06/2014 1:12,1.0,(F2),Agg Battery Grt/Bod/Harm,0,,,,,,0,,,Low,16/06/2014,1,Low,0
Female,30,25 - 45,Caucasian,0,5,0,0,0,0.0,14/03/2013 2:57,15/03/2013 6:01,0.0,(F3),Possession of Cocaine,0,,,,,,0,,,Medium,14/03/2013,2,Low,0
Male,20,Less than 25,African-American,0,10,0,0,0,-1.0,28/09/2014 5:46,02/10/2014 8:08,1.0,(M1),Battery,1,(M1),0.0,19/10/2014,19/10/2014,,1,(F3),19/10/2014,High,29/09/2014,10,High,1
Female,29,25 - 45,Caucasian,0,7,0,0,3,-1.0,11/11/2014 7:12,20/06/2015 9:32,1.0,(F3),Grand Theft in the 3rd Degree,0,,,,,,0,,,Medium,12/11/2014,4,Low,0
Female,29,25 - 45,African-American,0,10,0,0,2,64.0,14/03/2013 1:32,16/03/2013 9:48,34.0,(F3),Grand Theft in the 3rd Degree,0,,,,,,0,,,High,09/01/2013,10,High,0
Male,24,Less than 25,Asian,0,3,0,0,0,-1.0,24/03/2013 9:12,25/03/2013 7:15,1.0,(F3),Unauth Poss ID Card or DL,0,,,,,,0,,,Low,25/03/2013,4,Low,0
Male,31,25 - 45,Caucasian,0,4,0,0,0,-1.0,20/02/2013 8:50,09/05/2013 6:18,1.0,(F3),Del of JWH-250 2-Methox 1-Pentyl,0,,,,,,0,,,Low,21/02/2013,5,Medium,0
Male,28,25 - 45,Caucasian,0,3,0,0,3,85.0,06/08/2014 2:16,17/02/2015 6:41,244.0,(F3),arrest case no charge,0,,,,,,0,,,Low,13/05/2014,3,Low,0
Female,33,25 - 45,Caucasian,0,1,0,0,0,-1.0,14/09/2014 9:13,15/09/2014 1:29,1.0,(F3),Grand Theft in the 3rd Degree,0,,,,,,0,,,Low,15/09/2014,1,Low,0
Male,26,25 - 45,African-American,0,8,0,0,4,81.0,25/07/2014 4:25,27/08/2014 5:41,86.0,(F3),"Poss3,4 Methylenedioxymethcath",0,,,,,,0,,,High,05/05/2014,6,Medium,0
Male,41,25 - 45,Other,0,2,0,0,1,-1.0,03/08/2014 8:18,04/08/2014 1:27,1.0,(M1),Battery,0,,,,,,0,,,Low,04/08/2014,1,Low,0
Male,39,25 - 45,African-American,0,4,0,0,8,-1.0,09/05/2014 8:12,12/05/2014 2:28,1.0,(F3),Resist Officer w/Violence,0,,,,,,0,,,Low,10/05/2014,3,Low,0
Female,54,Greater than 45,Caucasian,0,2,0,0,12,-175.0,01/04/2013 9:07,19/09/2013 9:03,175.0,(F3),Purchasing Of Alprazolam,0,,,,,,0,,,Low,23/09/2013,1,Low,0
Female,37,25 - 45,Caucasian,0,3,0,0,1,-25.0,27/01/2013 4:29,28/01/2013 8:30,25.0,(M2),Driving Under The Influence,0,,,,,,0,,,Low,21/02/2013,2,Low,0
Male,27,25 - 45,African-American,0,6,0,0,1,-34.0,06/08/2014 10:14,09/09/2014 10:37,33.0,(F1),arrest case no charge,0,,,,,,0,,,Medium,09/09/2014,6,Medium,0
Male,43,25 - 45,Hispanic,0,2,0,0,0,-4.0,29/05/2014 3:45,29/05/2014 8:54,4.0,(M1),Battery,1,(M2),,10/08/2015,,,0,,,Low,02/06/2014,1,Low,0
Male,49,Greater than 45,Caucasian,0,6,0,0,8,0.0,26/08/2013 9:29,30/08/2013 9:04,0.0,(F3),Felony DUI (level 3),1,(M1),,06/07/2014,,,0,,,Medium,26/08/2013,2,Low,0
Female,33,25 - 45,African-American,0,2,0,0,1,-2.0,25/02/2013 10:43,26/02/2013 1:28,2.0,(F3),"Poss3,4 Methylenedioxymethcath",0,,,,,,0,,,Low,27/02/2013,2,Low,0
Male,20,Less than 25,African-American,0,9,0,0,1,-83.0,03/01/2014 2:01,27/03/2014 10:13,50.0,(F7),arrest case no charge,0,,,,,,0,,,High,27/03/2014,8,High,0
Male,42,25 - 45,African-American,0,1,0,0,0,0.0,25/03/2013 12:03,25/03/2013 9:43,1.0,(M2),Leaving Acc/Unattended Veh,0,,,,,,0,,,Low,25/03/2013,1,Low,0
Male,44,25 - 45,Caucasian,0,2,0,0,0,-1.0,05/05/2014 11:11,14/05/2014 8:42,1.0,(F3),Unauthorized Interf w/Railroad,1,(M2),0.0,20/05/2015,20/05/2015,,0,,,Low,06/05/2014,3,Low,0
Male,28,25 - 45,African-American,0,6,0,0,5,-1.0,11/05/2014 1:52,01/07/2014 9:21,1.0,(F3),arrest case no charge,1,(M2),1.0,20/07/2015,21/07/2015,,0,,,Medium,12/05/2014,5,Medium,0
Male,32,25 - 45,African-American,0,6,0,0,4,-1.0,13/02/2013 5:34,03/04/2014 6:22,0.0,(F3),arrest case no charge,1,(M1),308.0,06/03/2015,08/01/2016,,1,(M1),06/03/2015,Medium,14/02/2013,7,Medium,1
Male,30,25 - 45,Caucasian,1,10,1,0,18,-1.0,18/10/2014 4:31,20/10/2014 3:06,1.0,(M2),Leaving Acc/Unattended Veh,0,,,,,,0,,,High,19/10/2014,4,Low,0
Male,28,25 - 45,African-American,0,7,0,0,7,-1.0,16/08/2014 5:41,18/08/2014 2:54,1.0,(F3),Aggravated Assault W/Dead Weap,1,(M2),,04/09/2014,,,1,(F2),25/12/2015,Medium,17/08/2014,6,Medium,0
Male,38,25 - 45,Caucasian,0,4,0,0,0,0.0,14/02/2013 5:26,22/07/2013 6:55,0.0,(F3),Aggravated Assault W/dead Weap,0,,,,,,0,,,Low,14/02/2013,2,Low,0
Male,38,25 - 45,African-American,0,4,0,0,3,-1.0,07/02/2013 8:57,08/02/2013 9:37,1.0,(F3),Manufacture Cannabis,0,,,,,,0,,,Low,08/02/2013,1,Low,0
Female,27,25 - 45,Caucasian,0,10,0,0,3,-1.0,17/12/2014 11:50,20/01/2015 9:30,1.0,(F3),Possession of Ethylone,0,,,,,,0,,,High,18/12/2014,7,Medium,0
Male,21,Less than 25,Caucasian,0,4,0,0,1,-301.0,08/05/2013 4:53,09/05/2013 4:31,1.0,(F3),Battery on Law Enforc Officer,0,,,,,,0,,,Low,05/03/2014,5,Medium,0
Male,29,25 - 45,African-American,0,8,0,0,0,0.0,04/11/2014 2:52,04/11/2014 9:09,0.0,(F3),Grand Theft in the 3rd Degree,0,,,,,,0,,,High,04/11/2014,10,High,0
Male,21,Less than 25,Caucasian,0,10,0,0,0,-1.0,11/03/2014 3:38,25/07/2015 9:49,1.0,(F3),Grand Theft in the 3rd Degree,0,,,,,,0,,,High,12/03/2014,10,High,0
Female,34,25 - 45,African-American,0,3,0,0,0,-1.0,23/02/2013 3:07,24/02/2013 6:13,1.0,(M1),Battery,1,(M1),,08/05/2015,,,1,(F3),10/08/2015,Low,24/02/2013,2,Low,1
Male,21,Less than 25,Caucasian,0,6,0,0,1,-1.0,11/04/2013 2:01,12/04/2013 8:39,1.0,(F3),Possession of Cannabis,1,(M1),,12/02/2014,,,0,,,Medium,12/04/2013,6,Medium,0
Male,36,25 - 45,African-American,0,8,0,0,1,-1.0,03/09/2013 6:03,04/10/2013 9:05,1.0,(F3),Possession of Cocaine,1,(M1),0.0,13/10/2013,13/10/2013,,0,,,High,04/09/2013,4,Low,0
Male,29,25 - 45,African-American,0,2,0,0,0,-1.0,05/08/2013 2:36,06/08/2013 1:30,1.0,(M1),Aggravated Battery,1,(M2),273.0,29/09/2013,29/06/2014,,0,,,Low,06/08/2013,2,Low,0
Male,34,25 - 45,African-American,0,6,0,1,3,-1.0,12/06/2014 7:33,13/06/2014 1:37,1.0,(F3),Possession of Cocaine,1,(M2),,09/10/2014,,,0,,,Medium,13/06/2014,3,Low,0
Male,38,25 - 45,African-American,0,2,0,0,1,-1.0,21/02/2013 7:43,01/03/2013 8:19,1.0,(M1),arrest case no charge,0,,,,,,0,,,Low,22/02/2013,2,Low,0
Male,36,25 - 45,Caucasian,0,1,0,0,0,-1.0,19/11/2013 6:28,14/12/2013 4:30,1.0,(F3),False Imprisonment,0,,,,,,0,,,Low,20/11/2013,1,Low,0
Male,32,25 - 45,Hispanic,0,2,0,0,0,-6.0,28/12/2013 4:21,03/01/2014 5:33,6.0,(M1),Battery,0,,,,,,0,,,Low,03/01/2014,2,Low,0
Male,27,25 - 45,Caucasian,0,1,0,0,0,0.0,14/06/2014 2:14,15/06/2014 1:30,0.0,(M1),Battery,0,,,,,,0,,,Low,14/06/2014,2,Low,0
Male,23,Less than 25,African-American,0,9,0,0,0,-1.0,21/05/2013 10:03,22/05/2013 8:06,1.0,(M1),Battery,0,,,,,,0,,,High,22/05/2013,8,High,0
Male,47,Greater than 45,Caucasian,0,1,0,0,0,-1.0,20/09/2013 11:27,21/09/2013 8:40,1.0,(M1),DUI Property Damage/Injury,0,,,,,,0,,,Low,21/09/2013,1,Low,0
Male,20,Less than 25,African-American,0,3,0,0,0,0.0,28/10/2013 4:46,28/10/2013 1:37,0.0,(F3),Carrying Concealed Firearm,0,,,,,,0,,,Low,28/10/2013,6,Medium,0
Female,25,25 - 45,African-American,0,8,0,0,2,-1.0,20/04/2013 11:42,21/04/2013 1:50,1.0,(F3),Battery on Law Enforc Officer,1,(M1),0.0,18/06/2014,18/06/2014,,0,,,High,21/04/2013,8,High,0
Male,35,25 - 45,African-American,0,1,0,0,0,-1.0,31/10/2013 2:23,01/11/2013 1:40,2.0,(M1),Battery,0,,,,,,0,,,Low,01/11/2013,1,Low,0
Female,30,25 - 45,Caucasian,0,3,0,0,1,-82.0,20/07/2013 10:18,31/08/2013 6:13,82.0,(F3),Possession Of Lorazepam,0,,,,,,0,,,Low,10/10/2013,2,Low,0
Female,28,25 - 45,Caucasian,0,4,0,0,1,-1.0,12/02/2014 2:08,13/02/2014 8:48,1.0,(M1),Battery,0,,,,,,0,,,Low,13/02/2014,4,Low,0
Male,30,25 - 45,Caucasian,0,8,0,0,2,-37.0,16/01/2014 1:58,21/02/2014 10:11,36.0,(M1),Restraining Order Dating Viol,1,(M1),0.0,20/08/2014,20/08/2014,,0,,,High,21/02/2014,2,Low,0
Female,45,Greater than 45,Caucasian,0,3,0,0,3,336.0,08/07/2014 1:11,21/08/2014 11:06,480.0,(M1),Battery,0,,,,,,0,,,Low,06/08/2013,2,Low,0
Male,24,Less than 25,African-American,0,5,0,0,2,-1.0,04/05/2013 7:09,05/05/2013 3:39,1.0,(M1),arrest case no charge,1,(M1),,16/07/2013,,,0,,,Medium,05/05/2013,5,Medium,0
Male,23,Less than 25,African-American,0,10,0,0,5,-1.0,27/08/2013 10:33,19/06/2014 9:56,1.0,(F3),Burglary Conveyance Unoccup,0,,,,,,0,,,High,28/08/2013,7,Medium,0
Male,22,Less than 25,African-American,0,9,0,0,0,-1.0,14/01/2013 12:35,15/01/2013 6:41,1.0,(F3),Felony Battery (Dom Strang),0,,,,,,0,,,High,15/01/2013,9,High,0
Male,20,Less than 25,Other,0,10,8,1,8,-1.0,03/11/2013 7:03,04/11/2013 8:10,1.0,(F3),Driving While License Revoked,1,(F3),0.0,13/11/2013,13/11/2013,,1,(F2),24/01/2014,High,04/11/2013,8,High,0
Female,42,25 - 45,African-American,0,1,0,0,0,31.0,30/09/2013 6:56,02/10/2013 9:53,0.0,(M1),Battery,1,(M1),0.0,30/09/2013,30/09/2013,,1,(F2),30/09/2013,Low,30/08/2013,1,Low,1
Male,24,Less than 25,African-American,1,9,1,0,8,-54.0,15/03/2013 10:50,01/05/2013 10:54,54.0,(F3),arrest case no charge,1,(F3),0.0,22/11/2013,22/11/2013,,1,(F3),19/03/2014,High,08/05/2013,10,High,0
Male,40,25 - 45,Hispanic,0,1,0,0,0,0.0,10/02/2014 1:41,10/02/2014 8:22,0.0,(M1),Solic to Commit Battery,0,,,,,,0,,,Low,10/02/2014,1,Low,0
Male,27,25 - 45,Other,0,4,0,0,1,-1.0,28/12/2013 10:43,03/01/2014 8:51,1.0,(F3),Felony Battery (Dom Strang),0,,,,,,0,,,Low,29/12/2013,4,Low,0
Female,57,Greater than 45,African-American,0,9,0,0,3,-158.0,24/05/2014 12:06,26/10/2014 1:49,159.0,(F3),arrest case no charge,0,,,,,,0,,,High,29/10/2014,4,Low,0
Male,60,Greater than 45,African-American,0,3,0,0,12,-1.0,02/05/2013 10:16,03/05/2013 12:40,1.0,(F3),Driving While License Revoked,0,,,,,,0,,,Low,03/05/2013,1,Low,0
Male,20,Less than 25,African-American,0,3,0,0,0,0.0,19/10/2014 1:21,20/10/2014 7:45,1.0,(M1),Battery,0,,,,,,0,,,Low,19/10/2014,6,Medium,0
Male,33,25 - 45,African-American,0,5,0,0,6,-1.0,25/01/2013 10:07,26/01/2013 7:41,1.0,(M1),Battery,0,,,,,,0,,,Medium,26/01/2013,4,Low,0
Male,19,Less than 25,Caucasian,0,4,0,1,0,0.0,16/11/2014 6:43,17/11/2014 1:25,1.0,(M1),Battery,0,,,,,,0,,,Low,16/11/2014,7,Medium,0
Male,34,25 - 45,African-American,0,4,0,0,2,-1.0,10/10/2014 11:40,03/11/2014 9:34,1.0,(M1),Battery,1,(M1),0.0,25/02/2015,25/02/2015,,0,,,Low,11/10/2014,3,Low,0
Male,37,25 - 45,African-American,0,3,0,0,1,-1.0,27/02/2013 9:31,03/12/2015 8:02,1724.0,(F2),Burglary Unoccupied Dwelling,0,,,,,,0,,,Low,28/02/2013,2,Low,0
Male,22,Less than 25,African-American,0,8,0,0,0,,,,,,,-1,,,,,,0,,,High,08/05/2013,9,High,0
Male,24,Less than 25,Caucasian,0,8,0,0,4,-1.0,09/03/2013 8:48,10/03/2013 7:11,1.0,(M1),Battery,0,,,,,,0,,,High,10/03/2013,4,Low,0
Male,27,25 - 45,African-American,0,2,0,0,0,-1.0,10/08/2013 7:25,12/08/2013 9:28,1.0,(M1),Battery,1,(M2),162.0,27/09/2013,08/03/2014,,0,,,Low,11/08/2013,3,Low,0
Male,29,25 - 45,African-American,1,10,1,1,4,0.0,07/02/2013 2:10,28/01/2014 6:29,1.0,(F1),Carjacking with a Firearm,1,(F2),,25/02/2013,,,1,(F2),16/11/2015,High,07/02/2013,9,High,0
Male,40,25 - 45,African-American,0,1,0,0,0,,,,,,,-1,,,,,,0,,,Low,01/03/2014,1,Low,0
Male,21,Less than 25,Caucasian,1,7,0,1,1,0.0,21/03/2013 12:18,27/04/2013 7:52,1.0,(F3),Deliver Cannabis,1,(M1),,30/10/2014,,,0,,,Medium,21/03/2013,8,High,0
Female,26,25 - 45,Caucasian,0,4,0,0,0,-1.0,12/11/2014 4:53,13/11/2014 2:22,1.0,(F3),Possession of Oxycodone,0,,,,,,0,,,Low,13/11/2014,6,Medium,0
Male,32,25 - 45,Hispanic,0,1,0,0,0,-1.0,06/03/2013 8:29,07/03/2013 8:09,1.0,(M1),Battery,0,,,,,,0,,,Low,07/03/2013,1,Low,0
Male,30,25 - 45,Caucasian,0,5,0,0,10,123.0,07/07/2013 12:51,24/10/2013 9:20,378.0,(F7),arrest case no charge,1,(M1),0.0,07/07/2013,07/07/2013,,1,(M1),07/07/2013,Medium,06/03/2013,2,Low,1
Female,42,25 - 45,Caucasian,0,1,0,0,0,-1.0,11/05/2013 9:23,12/05/2013 6:39,1.0,(F3),Possession of Cocaine,1,(F3),0.0,26/08/2013,26/08/2013,,0,,,Low,12/05/2013,1,Low,0
Female,29,25 - 45,Caucasian,0,8,0,0,8,12.0,03/03/2014 1:04,16/06/2014 11:29,65.0,(M2),arrest case no charge,0,,,,,,0,,,High,19/02/2014,3,Low,0
Male,38,25 - 45,Caucasian,0,2,0,0,1,-1.0,11/03/2014 8:48,20/06/2014 3:44,1.0,(M1),Battery,0,,,,,,0,,,Low,12/03/2014,1,Low,0
Male,32,25 - 45,African-American,0,4,0,0,1,0.0,16/01/2013 12:41,16/01/2013 6:44,0.0,(F3),Felony Driving While Lic Suspd,0,,,,,,0,,,Low,16/01/2013,3,Low,0
Male,27,25 - 45,Other,0,1,0,0,0,-2.0,27/01/2013 6:21,29/01/2013 10:59,2.0,(F1),Robbery / Weapon,0,,,,,,0,,,Low,29/01/2013,2,Low,0
Male,30,25 - 45,Caucasian,0,4,0,0,3,-1.0,26/03/2013 9:34,27/03/2013 1:22,1.0,(M1),Battery,0,,,,,,0,,,Low,27/03/2013,3,Low,0
Male,22,Less than 25,African-American,0,3,0,0,1,-1.0,13/08/2014 11:24,14/08/2014 8:56,1.0,(F3),arrest case no charge,1,(M1),,30/07/2015,,,0,,,Low,14/08/2014,5,Medium,0
Male,20,Less than 25,Caucasian,0,10,0,0,0,-2.0,04/08/2013 5:15,05/08/2013 2:15,2.0,(M1),Battery,1,(M1),1.0,20/08/2013,21/08/2013,,0,,,High,06/08/2013,9,High,0
Male,57,Greater than 45,Caucasian,0,2,0,0,0,0.0,05/10/2013 3:02,06/10/2013 8:39,0.0,(M1),Battery,0,,,,,,0,,,Low,05/10/2013,2,Low,0
Male,51,Greater than 45,Caucasian,0,1,0,0,3,-1.0,08/04/2013 4:12,09/04/2013 7:06,1.0,(F3),Felony Battery (Dom Strang),1,(M1),0.0,20/07/2014,20/07/2014,,0,,,Low,09/04/2013,1,Low,0
Male,37,25 - 45,African-American,0,6,0,0,9,-1.0,27/11/2014 4:54,28/01/2015 4:56,1.0,(M2),Assault,0,,,,,,0,,,Medium,28/11/2014,3,Low,0
Female,49,Greater than 45,African-American,0,1,0,0,0,,,,1.0,(M1),Battery,0,,,,,,0,,,Low,31/05/2014,1,Low,0
Male,21,Less than 25,African-American,0,4,0,0,0,-1.0,24/03/2014 7:15,25/03/2014 1:35,1.0,(F3),Grand Theft in the 3rd Degree,0,,,,,,0,,,Low,25/03/2014,6,Medium,0
Male,22,Less than 25,African-American,0,5,0,0,0,-1.0,26/11/2013 6:06,31/12/2013 7:52,1.0,(F3),Grand Theft (Motor Vehicle),0,,,,,,0,,,Medium,27/11/2013,7,Medium,0
Male,35,25 - 45,African-American,0,8,0,0,4,-1.0,18/04/2013 11:00,07/04/2014 10:06,1.0,(F3),Tampering With Physical Evidence,1,(F1),,02/05/2013,,,0,,,High,19/04/2013,3,Low,0
Female,54,Greater than 45,Caucasian,0,2,0,0,1,-95.0,14/03/2013 4:18,29/05/2013 4:45,95.0,(F3),Battery Emergency Care Provide,0,,,,,,0,,,Low,17/06/2013,2,Low,0
Male,58,Greater than 45,Caucasian,0,3,0,0,2,-9.0,12/10/2013 8:52,17/10/2013 4:51,9.0,(F3),Battery on Law Enforc Officer,0,,,,,,0,,,Low,21/10/2013,2,Low,0
Male,44,25 - 45,Caucasian,0,1,0,0,0,-1.0,01/11/2014 5:02,02/11/2014 9:25,1.0,(M1),Battery,0,,,,,,0,,,Low,02/11/2014,1,Low,0
Female,32,25 - 45,Caucasian,0,1,0,0,0,-1.0,10/11/2013 11:54,11/11/2013 9:30,1.0,(F3),Child Abuse,1,(M1),,10/12/2013,,,0,,,Low,11/11/2013,2,Low,0
Male,26,25 - 45,African-American,0,9,0,1,6,-1.0,29/06/2014 7:06,06/08/2014 4:49,1.0,(F3),Felony Battery (Dom Strang),0,,,,,,0,,,High,30/06/2014,7,Medium,0
Female,39,25 - 45,African-American,0,6,0,0,22,-49.0,24/01/2013 11:14,26/01/2013 5:30,49.0,(F3),Possession of Cocaine,1,(M2),,12/06/2014,,,0,,,Medium,14/03/2013,1,Low,0
Male,31,25 - 45,African-American,0,3,0,0,0,-1.0,27/05/2014 5:48,04/03/2015 5:41,1.0,(F3),False Imprisonment,0,,,,,,0,,,Low,28/05/2014,2,Low,0
Male,30,25 - 45,Caucasian,0,6,0,0,9,-1.0,18/01/2014 4:24,25/01/2014 5:08,1.0,(M2),Petit Theft,1,(M1),0.0,23/02/2014,23/02/2014,,0,,,Medium,19/01/2014,5,Medium,0
Male,20,Less than 25,African-American,0,10,0,0,0,-1.0,08/07/2014 2:25,02/02/2015 6:30,1.0,(F2),Burglary Unoccupied Dwelling,1,(F3),0.0,26/06/2015,26/06/2015,,1,(M1),26/06/2015,High,09/07/2014,10,High,1
Male,40,25 - 45,Other,0,1,0,0,0,-1.0,05/01/2013 8:58,06/01/2013 1:15,1.0,(M1),Battery,0,,,,,,0,,,Low,06/01/2013,1,Low,0
Female,45,Greater than 45,Caucasian,0,2,0,0,5,-1.0,01/07/2013 3:16,01/07/2013 7:50,2.0,(M1),DUI - Enhanced,0,,,,,,0,,,Low,02/07/2013,2,Low,0
